EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,EducationField,Education,MonthlyIncome,PercentSalaryHike,StockOptionLevel,OverTime,BusinessTravel,DistanceFromHome,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,TrainingTimesLastYear,NumCompaniesWorked,YearsAtCompany,YearsWithCurrManager,TotalWorkingYears,Attrition,AttritionLabel,AttritionRiskScore,RiskCategory
1020,41,Male,Married,Sales,Manager,1,Life Sciences,1,17571,23,0,No,Travel_Rarely,7,3,3,1,4,5,6,22,2,25,0,No,0.41620034872254436,Medium
1021,24,Female,Married,Research & Development,Healthcare Representative,2,Marketing,4,10097,16,2,No,Travel_Rarely,10,2,2,1,4,4,3,13,1,7,0,No,0.38871654610449746,Medium
1022,42,Male,Single,Sales,Sales Representative,1,Life Sciences,2,16133,19,2,Yes,Travel_Frequently,20,2,3,1,3,4,3,14,8,24,0,No,0.6789989816562876,High
1023,38,Male,Single,Sales,Sales Representative,2,Other,1,15269,16,1,No,Travel_Rarely,7,4,3,3,3,2,2,32,24,17,0,No,0.20275710479850462,Low
1024,32,Female,Divorced,Research & Development,Research Scientist,3,Technical Degree,4,10752,20,0,Yes,Travel_Rarely,24,4,1,3,3,3,9,24,16,16,1,Yes,0.6713415998448525,High
1025,18,Male,Married,Research & Development,Manufacturing Director,2,Life Sciences,1,9692,15,2,Yes,Non-Travel,16,4,1,3,3,4,8,20,5,0,0,No,0.4886289730710862,Medium
1026,29,Female,Single,Research & Development,Research Scientist,1,Medical,3,1069,11,0,No,Travel_Frequently,5,3,3,3,3,5,1,16,7,11,1,Yes,0.34630754596933944,Medium
1027,24,Male,Divorced,Sales,Sales Executive,3,Life Sciences,3,10278,20,1,Yes,Travel_Rarely,29,2,2,2,4,2,3,22,2,4,1,Yes,0.6690693875546735,High
1028,32,Female,Married,Research & Development,Manufacturing Director,2,Marketing,3,3904,15,0,No,Travel_Rarely,28,3,2,3,3,4,7,16,0,13,0,No,0.4933089950001925,Medium
1029,38,Male,Married,Research & Development,Healthcare Representative,4,Life Sciences,3,16332,15,1,Yes,Non-Travel,12,4,3,3,3,0,5,13,12,17,0,No,0.4313838709504115,Medium
1030,36,Female,Single,Sales,Sales Executive,2,Marketing,2,13361,16,2,Yes,Travel_Frequently,17,2,3,3,3,2,6,28,15,21,1,Yes,0.5922151662118338,Medium
1031,46,Male,Divorced,Research & Development,Manufacturing Director,3,Life Sciences,3,12884,17,1,No,Travel_Rarely,16,3,2,3,3,1,6,19,6,28,0,No,0.2719689796690782,Low
1032,42,Male,Married,Sales,Sales Executive,1,Life Sciences,4,17978,23,0,No,Non-Travel,20,3,2,2,3,4,1,29,2,23,0,No,0.322985555304619,Medium
1033,50,Male,Married,Sales,Sales Executive,3,Life Sciences,1,6832,23,0,Yes,Non-Travel,26,1,2,1,3,1,3,18,3,29,0,No,0.8014657994873685,High
1034,49,Female,Single,Human Resources,Human Resources,1,Life Sciences,4,12971,14,0,No,Travel_Rarely,16,3,3,1,3,2,9,38,36,32,1,Yes,0.6106976506925903,High
1035,52,Female,Single,Human Resources,Manager,2,Medical,3,1543,17,2,Yes,Travel_Rarely,19,4,1,3,3,4,9,12,2,36,0,No,0.6848177789513521,High
1036,55,Male,Single,Research & Development,Laboratory Technician,2,Life Sciences,2,5020,15,0,No,Travel_Rarely,26,3,2,3,3,1,5,17,14,39,0,No,0.5234982416764765,Medium
1037,43,Male,Divorced,Sales,Manager,3,Technical Degree,3,3164,16,0,No,Travel_Frequently,15,2,2,3,3,3,2,22,7,25,0,No,0.3315715974673319,Medium
1038,28,Female,Single,Sales,Sales Representative,4,Marketing,3,7966,14,0,No,Travel_Rarely,12,3,2,1,3,3,8,32,18,11,0,No,0.5855582381809494,Medium
1039,52,Female,Married,Research & Development,Manufacturing Director,2,Life Sciences,2,10205,22,1,No,Travel_Frequently,21,1,3,1,3,0,3,38,25,32,0,No,0.48970586140869227,Medium
1040,25,Female,Single,Research & Development,Manufacturing Director,4,Medical,2,11700,18,0,No,Travel_Rarely,10,2,1,3,3,5,9,39,38,6,1,Yes,0.49437084215100435,Medium
1041,31,Female,Single,Sales,Sales Representative,4,Medical,2,14336,19,1,No,Travel_Rarely,29,2,1,1,3,2,1,17,9,13,0,No,0.5662901479317995,Medium
1042,27,Male,Married,Research & Development,Laboratory Technician,3,Marketing,2,3715,12,0,No,Travel_Rarely,26,1,2,2,3,5,5,8,5,12,0,No,0.658581571523061,High
1043,19,Male,Divorced,Sales,Manager,2,Life Sciences,2,1010,22,1,No,Travel_Rarely,29,4,3,3,3,5,0,32,13,0,1,Yes,0.27188403599501415,Low
1044,26,Male,Divorced,Human Resources,Human Resources,4,Life Sciences,2,10234,21,1,Yes,Travel_Rarely,22,2,1,3,3,1,5,31,16,10,1,Yes,0.6706897889846529,High
1045,20,Female,Divorced,Sales,Manager,2,Life Sciences,1,18497,14,2,No,Travel_Rarely,2,4,3,2,3,0,9,16,8,0,0,No,0.15110520280387393,Low
1046,38,Male,Divorced,Research & Development,Healthcare Representative,1,Medical,3,15829,21,2,No,Travel_Frequently,7,2,1,2,3,2,0,18,18,19,0,No,0.19254311350579284,Low
1047,43,Male,Single,Sales,Sales Representative,4,Other,3,11900,18,1,No,Travel_Rarely,13,2,2,1,4,3,7,26,4,26,1,Yes,0.5412022379466859,Medium
1048,25,Male,Divorced,Research & Development,Manufacturing Director,3,Technical Degree,2,2870,18,1,No,Travel_Rarely,3,4,3,2,3,5,4,5,2,8,0,No,0.26391338019956007,Low
1049,19,Male,Married,Research & Development,Laboratory Technician,3,Life Sciences,4,6278,19,2,No,Travel_Rarely,15,2,2,3,3,1,5,34,30,1,0,No,0.3088488413667588,Medium
1050,23,Male,Divorced,Sales,Sales Executive,4,Marketing,2,12121,13,1,Yes,Travel_Rarely,1,4,1,1,3,5,1,36,23,5,0,No,0.5183722566825051,Medium
1051,45,Male,Single,Human Resources,Manager,2,Human Resources,1,16708,11,2,Yes,Travel_Rarely,26,1,1,2,3,4,1,33,33,28,0,No,0.7626917771978219,High
1052,46,Female,Divorced,Research & Development,Healthcare Representative,1,Life Sciences,4,9329,19,2,No,Travel_Rarely,3,4,2,1,3,3,8,19,15,28,0,No,0.2559257651972085,Low
1053,43,Male,Single,Human Resources,Human Resources,1,Marketing,1,17830,11,0,No,Non-Travel,25,1,1,1,3,5,2,24,12,26,0,No,0.6494879991124255,High
1054,42,Male,Married,Research & Development,Manufacturing Director,3,Medical,4,11749,13,0,No,Travel_Rarely,10,2,2,1,3,4,5,3,3,23,0,No,0.5227434630852815,Medium
1055,29,Female,Single,Research & Development,Manufacturing Director,3,Marketing,4,4138,13,2,No,Travel_Frequently,27,4,2,1,3,4,9,9,5,11,0,No,0.5231243012174538,Medium
1056,22,Female,Single,Human Resources,Manager,2,Medical,2,18294,19,2,No,Travel_Rarely,27,2,2,2,3,1,4,9,5,5,0,No,0.4555644330489527,Medium
1057,51,Female,Married,Sales,Sales Executive,3,Other,1,15389,11,1,No,Travel_Frequently,15,4,1,3,4,1,3,23,8,33,0,No,0.22224558044515874,Low
1058,54,Male,Divorced,Sales,Manager,2,Life Sciences,4,12369,17,2,No,Travel_Rarely,22,1,3,3,3,4,9,20,3,33,0,No,0.30024584437623386,Medium
1059,32,Female,Married,Sales,Manager,4,Technical Degree,1,6407,12,2,Yes,Travel_Rarely,27,1,2,2,3,0,1,10,10,16,0,No,0.7152698787851686,High
1060,53,Male,Single,Sales,Sales Executive,1,Life Sciences,2,6538,17,0,No,Travel_Rarely,6,4,3,3,4,5,7,26,10,32,0,No,0.31567786665300657,Medium
1061,32,Male,Single,Research & Development,Healthcare Representative,4,Medical,2,4927,11,2,No,Non-Travel,20,1,1,1,4,4,9,15,4,12,0,No,0.5856206515880513,Medium
1062,40,Female,Married,Sales,Manager,3,Other,2,18460,23,1,Yes,Non-Travel,15,2,1,1,3,4,6,25,24,23,0,No,0.6924523298698957,High
1063,23,Female,Divorced,Research & Development,Manufacturing Director,1,Marketing,2,17419,20,2,No,Travel_Rarely,24,2,3,1,3,1,1,29,16,3,0,No,0.31941084540750075,Medium
1064,38,Male,Single,Research & Development,Laboratory Technician,1,Life Sciences,3,7946,20,0,No,Non-Travel,21,3,2,2,3,5,5,15,3,21,0,No,0.5035057055300534,Medium
1065,40,Female,Married,Sales,Manager,4,Medical,4,8127,18,0,No,Non-Travel,7,1,1,1,3,2,7,6,6,24,1,Yes,0.5387825539725211,Medium
1066,33,Female,Single,Research & Development,Research Scientist,2,Life Sciences,3,17940,20,0,No,Non-Travel,25,2,2,1,4,3,6,15,10,15,0,No,0.5945858179322364,Medium
1067,32,Female,Married,Sales,Manager,1,Life Sciences,2,11869,23,0,No,Non-Travel,29,4,2,2,3,1,0,34,14,15,0,No,0.35156135983432407,Medium
1068,42,Male,Single,Research & Development,Healthcare Representative,2,Marketing,4,6347,20,2,Yes,Non-Travel,29,1,3,1,3,5,4,15,13,21,0,No,0.7908497598843969,High
1069,53,Male,Single,Sales,Sales Representative,4,Medical,4,13481,12,1,No,Travel_Rarely,21,2,1,1,4,5,1,39,12,35,0,No,0.546089809298524,Medium
1070,28,Male,Single,Human Resources,Human Resources,4,Medical,1,4149,13,1,No,Travel_Rarely,27,1,3,3,3,0,5,11,10,12,0,No,0.5815197130869972,Medium
1071,32,Male,Single,Research & Development,Research Scientist,2,Marketing,2,9005,24,1,Yes,Travel_Rarely,5,4,1,2,3,3,6,34,25,11,0,No,0.6073235188603564,High
1072,21,Male,Single,Sales,Manager,4,Life Sciences,3,16498,18,2,No,Non-Travel,4,2,3,1,4,1,6,20,8,3,0,No,0.3263927844005829,Medium
1073,38,Female,Married,Sales,Sales Executive,1,Life Sciences,1,18983,13,2,No,Travel_Rarely,22,3,1,1,4,1,2,35,3,21,0,No,0.3397593238103605,Medium
1074,30,Female,Single,Research & Development,Healthcare Representative,4,Medical,4,15210,11,2,No,Non-Travel,18,3,1,1,4,2,6,16,16,13,0,No,0.42970381896322013,Medium
1075,39,Male,Single,Research & Development,Laboratory Technician,4,Human Resources,3,8785,19,1,No,Travel_Rarely,3,1,1,1,3,0,4,31,13,18,0,No,0.49864937344297217,Medium
1076,36,Male,Single,Research & Development,Healthcare Representative,1,Technical Degree,2,5952,18,2,Yes,Non-Travel,17,4,2,3,3,0,7,5,1,17,0,No,0.5102485497334516,Medium
1077,51,Male,Divorced,Research & Development,Manufacturing Director,2,Life Sciences,3,13895,14,2,No,Travel_Rarely,18,2,2,3,3,5,7,23,10,34,0,No,0.28448721213901146,Low
1078,31,Female,Married,Sales,Manager,4,Life Sciences,3,10006,18,0,No,Non-Travel,18,4,3,3,3,5,6,26,15,12,0,No,0.3067918079457785,Medium
1079,21,Male,Married,Research & Development,Laboratory Technician,2,Medical,3,8807,24,0,No,Travel_Rarely,24,2,3,3,4,1,5,19,0,3,0,No,0.4487347248083266,Medium
1080,44,Female,Married,Sales,Sales Executive,1,Marketing,1,18750,15,1,Yes,Travel_Rarely,24,1,1,2,3,2,1,24,6,25,0,No,0.6812311036203021,High
1081,46,Female,Single,Research & Development,Healthcare Representative,2,Life Sciences,4,9101,13,0,No,Non-Travel,2,2,1,1,3,1,5,1,1,25,0,No,0.4663255186682615,Medium
1082,45,Male,Single,Research & Development,Research Scientist,2,Medical,3,4234,11,0,No,Travel_Frequently,13,4,2,3,3,4,8,8,8,25,0,No,0.3961204772659316,Medium
1083,52,Male,Married,Sales,Manager,3,Other,4,12819,23,0,No,Travel_Rarely,22,4,2,1,3,5,1,27,26,32,1,Yes,0.43882086657270963,Medium
1084,25,Male,Married,Sales,Sales Executive,3,Medical,1,15923,20,2,Yes,Travel_Frequently,15,1,2,2,3,4,0,37,30,4,0,No,0.5517076870416161,Medium
1085,33,Female,Divorced,Sales,Sales Executive,4,Life Sciences,2,3469,15,0,No,Travel_Rarely,5,4,3,1,3,2,4,2,0,18,0,No,0.37700988150083287,Medium
1086,59,Female,Divorced,Sales,Manager,3,Medical,2,9746,21,0,No,Non-Travel,3,2,2,1,3,1,5,19,2,39,0,No,0.3458321792210975,Medium
1087,53,Female,Married,Research & Development,Healthcare Representative,3,Life Sciences,3,14929,16,0,No,Travel_Rarely,5,1,3,3,3,5,2,5,5,32,0,No,0.337905902636058,Medium
1088,47,Female,Married,Research & Development,Research Scientist,3,Life Sciences,1,11763,14,2,No,Non-Travel,5,2,2,3,4,2,7,38,13,30,0,No,0.235959582446572,Low
1089,35,Male,Single,Research & Development,Research Scientist,2,Human Resources,2,11842,17,1,No,Travel_Rarely,5,4,2,2,3,1,6,32,24,16,0,No,0.32069121046160975,Medium
1090,19,Male,Single,Research & Development,Healthcare Representative,2,Life Sciences,1,4123,13,2,No,Travel_Rarely,3,1,1,1,3,1,1,0,0,0,0,No,0.4287632413264275,Medium
1091,30,Female,Divorced,Sales,Manager,3,Life Sciences,1,18009,17,2,Yes,Travel_Rarely,3,2,3,3,3,4,6,36,14,13,0,No,0.40390025709981814,Medium
1092,21,Female,Single,Research & Development,Healthcare Representative,1,Medical,3,16369,24,0,No,Non-Travel,20,4,2,3,4,3,0,5,1,1,0,No,0.2787491893940157,Low
1093,43,Female,Divorced,Research & Development,Manufacturing Director,3,Human Resources,3,18596,11,1,No,Travel_Rarely,23,4,1,3,3,0,8,33,23,25,0,No,0.2737185661266604,Low
1094,42,Female,Married,Research & Development,Research Scientist,1,Technical Degree,1,10960,17,0,No,Travel_Rarely,28,3,3,2,3,5,6,14,13,21,0,No,0.49408574838259645,Medium
1095,47,Male,Married,Research & Development,Healthcare Representative,2,Life Sciences,1,3574,11,0,Yes,Travel_Rarely,28,4,3,1,3,0,5,25,15,26,0,No,0.7850204570322848,High
1096,28,Male,Single,Research & Development,Manufacturing Director,1,Marketing,3,4183,23,1,Yes,Travel_Rarely,28,2,2,3,3,2,1,13,6,11,0,No,0.7281000725014023,High
1097,24,Female,Married,Research & Development,Healthcare Representative,2,Medical,1,3639,21,1,No,Travel_Frequently,18,1,3,1,3,0,2,6,3,9,0,No,0.5241092045172235,Medium
1098,48,Female,Married,Research & Development,Research Scientist,1,Medical,3,4170,11,2,Yes,Travel_Frequently,26,3,1,2,3,4,0,30,17,30,0,No,0.6323554988628103,High
1099,27,Male,Married,Sales,Sales Executive,2,Marketing,4,5330,12,1,No,Travel_Rarely,20,4,1,1,3,3,9,23,23,8,0,No,0.4703301673560732,Medium
1100,56,Male,Single,Sales,Sales Executive,2,Life Sciences,1,14213,12,2,Yes,Travel_Rarely,4,4,3,3,4,5,4,30,26,38,0,No,0.42606098858453256,Medium
1101,30,Male,Single,Sales,Sales Executive,3,Other,3,8108,14,2,No,Travel_Rarely,1,4,1,1,3,1,8,28,4,15,0,No,0.3562148160968005,Medium
1102,48,Male,Married,Research & Development,Manufacturing Director,4,Medical,1,12369,23,0,No,Non-Travel,26,2,3,1,3,1,5,31,5,30,0,No,0.5646154369716949,Medium
1103,24,Male,Single,Sales,Manager,4,Life Sciences,3,11322,11,0,Yes,Travel_Frequently,16,3,1,2,3,4,4,16,6,8,0,No,0.749086471356523,High
1104,59,Female,Married,Research & Development,Laboratory Technician,2,Medical,1,14511,14,0,Yes,Travel_Frequently,8,2,3,2,3,5,2,13,9,40,0,No,0.6492271997982673,High
1105,59,Female,Married,Human Resources,Human Resources,3,Life Sciences,2,6810,12,1,No,Non-Travel,17,3,3,1,3,0,4,39,0,40,0,No,0.4342516621950571,Medium
1106,53,Female,Married,Sales,Sales Representative,4,Medical,2,15139,14,1,No,Travel_Rarely,8,1,3,1,3,1,7,35,3,35,1,Yes,0.46315294848272204,Medium
1107,37,Female,Married,Research & Development,Healthcare Representative,4,Life Sciences,1,15280,14,2,No,Travel_Rarely,7,2,1,1,3,0,1,23,0,17,0,No,0.32305308878519096,Medium
1108,21,Male,Single,Research & Development,Research Scientist,3,Life Sciences,2,17084,19,2,No,Non-Travel,25,2,3,2,3,4,4,26,10,5,0,No,0.40442947262099394,Medium
1109,24,Female,Married,Sales,Manager,3,Marketing,1,5160,19,2,No,Travel_Rarely,8,1,3,2,3,1,5,24,17,4,1,Yes,0.32974952244018707,Medium
1110,18,Male,Single,Sales,Sales Executive,4,Technical Degree,1,9920,11,1,Yes,Travel_Frequently,21,3,2,1,3,2,9,31,13,0,0,No,0.7887708476897349,High
1111,59,Female,Single,Sales,Sales Representative,4,Life Sciences,4,19993,15,2,No,Travel_Rarely,24,4,2,2,3,3,7,17,10,39,1,Yes,0.3374240908095143,Medium
1112,30,Female,Single,Sales,Manager,1,Medical,4,13870,17,2,No,Travel_Frequently,27,1,3,3,3,0,7,17,9,11,0,No,0.3684944350220352,Medium
1113,39,Male,Married,Human Resources,Human Resources,1,Medical,2,1675,14,1,No,Non-Travel,26,4,2,2,3,5,4,36,16,20,1,Yes,0.41108768056693457,Medium
1114,38,Male,Single,Research & Development,Manufacturing Director,2,Medical,4,17676,22,0,No,Travel_Rarely,12,4,3,2,3,0,8,25,3,18,0,No,0.38808815777392514,Medium
1115,39,Male,Single,Research & Development,Manufacturing Director,4,Life Sciences,4,6849,15,1,No,Travel_Rarely,16,1,2,2,3,0,3,8,7,20,0,No,0.5137338070550032,Medium
1116,45,Male,Married,Research & Development,Research Scientist,3,Marketing,1,4574,12,2,No,Travel_Rarely,12,3,1,3,4,0,8,34,25,24,0,No,0.2776735089495503,Low
1117,26,Male,Single,Research & Development,Manufacturing Director,3,Life Sciences,3,11435,13,0,No,Travel_Rarely,19,4,1,3,4,4,6,7,7,7,0,No,0.4248085970369453,Medium
1118,43,Female,Married,Sales,Sales Representative,4,Human Resources,1,18858,17,1,No,Travel_Rarely,10,1,3,3,4,4,5,19,12,25,0,No,0.3171476118861394,Medium
1119,26,Female,Married,Research & Development,Manufacturing Director,2,Medical,4,8375,20,0,No,Travel_Frequently,7,2,3,1,3,5,3,21,8,9,0,No,0.4783274234048218,Medium
1120,32,Male,Divorced,Research & Development,Laboratory Technician,3,Technical Degree,1,16639,23,0,Yes,Travel_Rarely,12,2,1,1,3,4,1,18,10,12,1,Yes,0.6925960429419615,High
1121,27,Male,Single,Research & Development,Laboratory Technician,4,Life Sciences,2,8391,17,2,Yes,Non-Travel,20,2,1,3,3,5,7,29,10,11,0,No,0.6795340823804538,High
1122,41,Female,Single,Research & Development,Research Scientist,4,Technical Degree,3,17158,14,1,No,Non-Travel,5,1,2,1,3,5,5,27,5,26,0,No,0.5029900848940628,Medium
1123,59,Male,Married,Sales,Manager,2,Life Sciences,4,16880,22,2,No,Travel_Rarely,16,2,3,1,3,4,2,34,0,39,0,No,0.3344102744128498,Medium
1124,25,Male,Married,Sales,Sales Representative,4,Marketing,4,14282,11,1,Yes,Non-Travel,9,4,1,1,4,1,6,10,5,10,1,Yes,0.6131993954757708,High
1125,41,Female,Single,Sales,Manager,3,Life Sciences,1,2001,11,1,Yes,Travel_Rarely,7,2,1,3,3,4,9,30,5,26,1,Yes,0.7210268139432402,High
1126,33,Male,Married,Research & Development,Research Scientist,1,Medical,1,7867,14,1,Yes,Travel_Rarely,20,2,3,2,3,1,6,38,12,14,0,No,0.7096727932108535,High
1127,43,Male,Divorced,Research & Development,Research Scientist,2,Life Sciences,1,3130,14,0,No,Travel_Rarely,22,4,2,3,3,2,5,35,21,24,0,No,0.3453227305491274,Medium
1128,44,Male,Single,Research & Development,Manufacturing Director,4,Life Sciences,1,13397,16,0,No,Travel_Rarely,26,2,2,3,4,4,1,29,23,27,1,Yes,0.5161039041881001,Medium
1129,54,Male,Married,Sales,Sales Representative,2,Medical,4,19616,17,2,No,Travel_Rarely,14,4,2,1,3,2,7,22,21,37,0,No,0.29926230737835,Low
1130,21,Male,Single,Research & Development,Healthcare Representative,4,Medical,1,5145,19,1,No,Travel_Rarely,11,2,2,1,3,4,0,18,4,5,0,No,0.5311134745664187,Medium
1131,41,Male,Divorced,Research & Development,Healthcare Representative,1,Medical,4,17736,19,1,No,Travel_Rarely,7,4,1,2,4,2,0,11,10,23,0,No,0.1935986350021815,Low
1132,36,Male,Married,Sales,Sales Executive,2,Life Sciences,1,13662,20,0,Yes,Travel_Frequently,29,2,3,2,3,3,5,14,1,15,0,No,0.735378763001994,High
1133,53,Female,Single,Sales,Sales Representative,4,Life Sciences,3,16488,22,1,No,Travel_Rarely,10,4,3,2,3,2,4,30,19,35,0,No,0.3077831408077314,Medium
1134,56,Female,Married,Sales,Sales Representative,1,Technical Degree,3,5832,22,2,No,Travel_Frequently,29,1,1,2,3,1,8,36,13,40,0,No,0.4861921539601535,Medium
1135,27,Female,Divorced,Human Resources,Human Resources,3,Marketing,1,5929,15,1,No,Travel_Rarely,9,4,1,3,3,0,6,36,4,7,0,No,0.24353597549949146,Low
1136,42,Male,Married,Sales,Sales Executive,4,Life Sciences,1,6480,20,1,No,Travel_Rarely,4,2,1,2,3,5,1,14,9,23,0,No,0.3373385163176675,Medium
1137,35,Male,Single,Research & Development,Manufacturing Director,1,Medical,2,18281,21,0,Yes,Travel_Rarely,16,2,3,3,3,2,6,28,3,17,0,No,0.6956504283070828,High
1138,36,Male,Married,Research & Development,Manufacturing Director,1,Technical Degree,3,10542,13,1,No,Travel_Frequently,10,3,3,1,4,0,2,25,1,21,0,No,0.3632465973496309,Medium
1139,53,Female,Married,Research & Development,Manufacturing Director,2,Technical Degree,4,8136,13,2,No,Travel_Rarely,19,4,3,2,3,3,0,1,1,34,0,No,0.26339093688275034,Low
1140,27,Male,Single,Human Resources,Manager,4,Life Sciences,3,4729,16,2,No,Non-Travel,24,1,2,1,3,3,7,19,6,8,0,No,0.609115905547708,High
1141,50,Male,Single,Human Resources,Manager,3,Technical Degree,4,16705,11,2,No,Travel_Rarely,17,4,1,1,3,1,2,14,9,32,0,No,0.39012552818973667,Medium
1142,22,Male,Married,Sales,Manager,4,Life Sciences,1,19808,17,2,No,Travel_Rarely,9,4,1,3,3,1,7,3,3,4,0,No,0.1810672167802107,Low
1143,52,Female,Married,Research & Development,Research Scientist,1,Marketing,3,19131,13,0,No,Travel_Rarely,13,1,1,2,3,2,6,21,9,37,0,No,0.5037967470377305,Medium
1144,51,Female,Single,Sales,Sales Representative,3,Life Sciences,3,2373,15,1,Yes,Travel_Frequently,1,4,3,3,3,4,1,37,16,36,1,Yes,0.5020197240174287,Medium
1145,50,Male,Married,Sales,Manager,1,Medical,2,3717,17,0,Yes,Travel_Frequently,2,1,1,1,3,3,0,22,20,33,0,No,0.7286610787957583,High
1146,38,Female,Married,Sales,Sales Executive,2,Medical,2,13991,17,2,Yes,Travel_Rarely,13,1,1,2,3,0,6,25,12,22,0,No,0.6414437566472817,High
1147,34,Male,Single,Research & Development,Manufacturing Director,4,Life Sciences,3,18317,19,1,No,Non-Travel,24,4,2,1,3,4,0,10,0,18,1,Yes,0.4232005472958831,Medium
1148,39,Male,Single,Research & Development,Healthcare Representative,1,Medical,3,1160,11,0,No,Travel_Rarely,9,4,3,1,3,3,5,27,0,24,0,No,0.5382075385717242,Medium
1149,54,Male,Married,Sales,Manager,1,Marketing,3,18305,13,1,No,Travel_Rarely,7,2,1,2,3,2,9,1,0,33,1,Yes,0.32382064017993617,Medium
1150,32,Male,Married,Sales,Manager,4,Medical,4,3330,19,2,Yes,Travel_Rarely,16,2,3,2,3,3,9,7,0,17,0,No,0.7029284516181055,High
1151,52,Male,Married,Human Resources,Manager,3,Life Sciences,1,14874,18,2,No,Travel_Rarely,19,3,3,2,3,1,7,28,5,35,0,No,0.36278818542445257,Medium
1152,45,Female,Single,Sales,Manager,1,Life Sciences,2,1504,12,1,No,Travel_Rarely,7,3,3,3,3,0,6,10,8,24,0,No,0.29367305643189884,Low
1153,24,Female,Married,Sales,Sales Executive,4,Medical,1,12996,18,1,No,Non-Travel,6,4,2,3,3,0,3,36,25,6,0,No,0.1738741251114237,Low
1154,49,Male,Divorced,Research & Development,Manufacturing Director,2,Technical Degree,2,3157,18,2,No,Travel_Rarely,18,1,3,1,3,1,0,17,12,33,0,No,0.4152244922850404,Medium
